matchup,round,opening_index,engine_a,engine_b,engine_a_family,engine_b_family,engine_a_rating,engine_b_rating,engine_a_color,white,black,result,engine_a_score,termination,plies,config_hash,opening_suite,source_pgn
maia3-1500__vs__maia3-1700,27,14,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,24,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,28,14,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,106,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,29,15,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,46,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,30,15,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,77,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,31,16,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1-0,1.0,checkmate,55,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,32,16,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,37,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,33,17,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1-0,1.0,checkmate,59,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,34,17,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,129,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,35,18,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1-0,1.0,checkmate,37,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,36,18,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1/2-1/2,0.5,threefold repetition,80,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,37,19,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,122,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,38,19,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1/2-1/2,0.5,stalemate,139,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,39,20,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,96,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,40,20,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,39,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,41,21,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,64,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,42,21,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,90,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,43,22,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,88,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,44,22,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,117,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,45,23,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1-0,1.0,checkmate,89,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,46,23,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,86,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,47,24,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,44,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,48,24,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,97,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,49,25,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,118,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,50,25,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,69,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,51,26,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1/2-1/2,0.5,threefold repetition,118,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,52,26,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,41,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,53,27,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,122,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,54,27,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,85,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,55,28,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,128,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,56,28,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,131,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,57,29,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1/2-1/2,0.5,threefold repetition,65,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,58,29,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,100,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,59,30,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,68,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,60,30,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,130,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,61,31,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1/2-1/2,0.5,stalemate,138,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,62,31,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,125,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,63,32,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1/2-1/2,0.5,insufficient material,118,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,64,32,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,135,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,65,33,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,44,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,66,33,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1/2-1/2,0.5,stalemate,165,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,67,34,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,54,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,68,34,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,25,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,69,35,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,38,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,70,35,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,72,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,71,36,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,60,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,72,36,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,40,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,73,37,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,106,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,74,37,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,68,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,75,38,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1/2-1/2,0.5,threefold repetition,59,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,76,38,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,150,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,77,39,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1-0,1.0,checkmate,67,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,78,39,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,101,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,79,40,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,64,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,80,40,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,111,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,81,41,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,62,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,82,41,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,62,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,83,42,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1/2-1/2,0.5,threefold repetition,36,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,84,42,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,134,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,85,43,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1-0,1.0,checkmate,125,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,86,43,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1/2-1/2,0.5,threefold repetition,87,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,87,44,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,38,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,88,44,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,25,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,89,45,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,112,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,90,45,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,137,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,91,46,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,140,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,92,46,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,41,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,93,47,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1-0,1.0,checkmate,115,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,94,47,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,108,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,95,48,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,50,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,96,48,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,133,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,97,49,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,142,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,98,49,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1/2-1/2,0.5,threefold repetition,55,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,99,50,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1-0,1.0,checkmate,141,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,100,50,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,141,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,101,51,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,48,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,102,51,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,0-1,1.0,checkmate,116,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,103,52,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,94,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,104,52,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1/2-1/2,0.5,threefold repetition,52,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,105,53,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,56,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,106,53,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1/2-1/2,0.5,threefold repetition,69,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,107,54,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,1/2-1/2,0.5,stalemate,93,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,108,54,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1-0,0.0,checkmate,121,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,109,55,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,White,MAIA3 1500,MAIA3 1700,0-1,0.0,checkmate,152,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
maia3-1500__vs__maia3-1700,110,55,MAIA3 1500,MAIA3 1700,maia3,maia3,1500,1700,Black,MAIA3 1700,MAIA3 1500,1/2-1/2,0.5,threefold repetition,53,08bd640714a5e5e65f236d0407399912e4eef343d31d8140a3b99db5f19becc0,maia-relative-strength-100.pgn,maia3-1500__vs__maia3-1700.pgn
